theta max(rad),theta settling time(s),x final value(m),x settling time(s),l final value(m),l settling time(s),lambda 1,k,lambda 2,alpha 1
0.06862,39.2,4.999,14.18,0.999,14.1,0.75,0.9,0.75,0.5
0.11421,42.43,5.0,14.26,1.0,14.15,0.8,0.9,0.75,0.5
0.11719,42.68,5.001,14.4,1.001,14.33,0.85,0.9,0.75,0.5
0.07587,39.77,4.999,14.56,0.999,14.1,0.9,0.9,0.75,0.5
0.05992,38.2,4.999,14.37,1.001,14.33,0.95,0.9,0.75,0.5
0.08931,43.51,5.0,14.44,0.999,14.07,1.0,0.9,0.75,0.5
0.05101,66.44,4.904,-0.01,1.0,13.72,0.05,0.95,0.75,0.5
0.09587,50.34,4.992,68.36,1.001,13.89,0.1,0.95,0.75,0.5
0.12862,46.66,5.003,40.27,0.999,14.02,0.15,0.95,0.75,0.5
0.1432,41.99,4.998,32.56,1.0,13.81,0.2,0.95,0.75,0.5
0.13872,42.21,5.003,24.81,1.001,14.09,0.25,0.95,0.75,0.5
0.11647,41.31,5.003,21.03,0.998,13.96,0.3,0.95,0.75,0.5
0.07718,39.45,5.002,18.93,1.0,13.86,0.35,0.95,0.75,0.5
0.06382,33.45,5.001,17.32,1.0,13.84,0.4,0.95,0.75,0.5
0.06135,36.74,5.001,16.11,1.002,14.08,0.45,0.95,0.75,0.5
0.09074,39.94,5.002,15.79,1.0,13.84,0.5,0.95,0.75,0.5
0.12344,42.14,4.998,16.04,1.0,13.86,0.55,0.95,0.75,0.5
0.13338,42.34,5.0,15.89,1.001,14.0,0.6,0.95,0.75,0.5
0.11573,41.47,4.998,14.4,1.0,13.88,0.65,0.95,0.75,0.5
0.07536,38.52,5.001,14.09,1.0,13.81,0.7,0.95,0.75,0.5
0.05855,34.95,4.999,13.86,1.001,13.93,0.75,0.95,0.75,0.5
0.09345,41.12,5.001,13.9,0.999,13.71,0.8,0.95,0.75,0.5
0.12409,42.39,5.001,14.11,1.001,13.96,0.85,0.95,0.75,0.5
0.11058,42.58,4.999,14.29,1.0,13.88,0.9,0.95,0.75,0.5
0.06313,36.56,5.0,14.25,1.0,13.82,0.95,0.95,0.75,0.5
0.06253,40.09,5.0,14.08,0.999,13.72,1.0,0.95,0.75,0.5
0.05214,78.98,4.907,-0.01,1.0,13.41,0.05,1.0,0.75,0.5
0.09764,48.58,4.995,60.62,1.0,13.46,0.1,1.0,0.75,0.5
0.13198,43.23,4.999,38.22,1.0,13.44,0.15,1.0,0.75,0.5
0.15316,41.83,5.0,31.31,1.0,13.54,0.2,1.0,0.75,0.5
0.15539,42.02,5.001,25.41,1.0,13.58,0.25,1.0,0.75,0.5
0.13686,41.18,4.999,22.56,1.0,13.62,0.3,1.0,0.75,0.5
0.09972,39.27,5.0,18.91,0.999,13.43,0.35,1.0,0.75,0.5
0.06725,36.36,4.998,18.42,1.001,13.72,0.4,1.0,0.75,0.5
0.06465,36.31,5.0,16.07,0.999,13.36,0.45,1.0,0.75,0.5
0.07688,38.73,4.998,15.81,1.002,13.75,0.5,1.0,0.75,0.5
0.11859,40.92,5.0,15.72,1.002,13.68,0.55,1.0,0.75,0.5
0.14181,42.11,5.0,15.7,1.001,13.67,0.6,1.0,0.75,0.5
0.13824,46.15,5.001,14.11,1.0,13.56,0.65,1.0,0.75,0.5
0.10696,40.38,5.0,14.11,1.0,13.56,0.7,1.0,0.75,0.5
0.06457,35.27,5.0,13.33,1.0,13.52,0.75,1.0,0.75,0.5
0.06358,37.9,4.999,13.71,1.0,13.54,0.8,1.0,0.75,0.5
0.114,42.1,5.001,13.79,0.999,13.42,0.85,1.0,0.75,0.5
0.12903,42.41,4.999,14.02,1.002,13.72,0.9,1.0,0.75,0.5
0.09964,41.48,5.001,14.05,0.999,13.39,0.95,1.0,0.75,0.5
0.06627,32.11,4.999,13.94,1.0,13.53,1.0,1.0,0.75,0.5
0.0046,78.06,4.882,-0.01,3.54,-0.01,0.05,0.05,0.8,0.5
0.00436,79.25,4.995,73.14,3.54,-0.01,0.1,0.05,0.8,0.5
0.00457,79.6,4.999,61.21,3.54,-0.01,0.15,0.05,0.8,0.5
0.00455,80.0,5.0,60.26,3.54,-0.01,0.2,0.05,0.8,0.5
0.00376,79.33,5.0,64.5,3.54,-0.01,0.25,0.05,0.8,0.5
0.00368,78.94,4.999,70.75,3.539,-0.01,0.3,0.05,0.8,0.5
0.00373,78.62,4.995,78.6,3.539,-0.01,0.35,0.05,0.8,0.5
0.0033,79.63,4.843,-0.01,3.539,-0.01,0.4,0.05,0.8,0.5
0.00317,79.7,4.32,-0.01,3.539,-0.01,0.45,0.05,0.8,0.5
0.00305,79.76,3.9,-0.01,3.539,-0.01,0.5,0.05,0.8,0.5
0.00294,79.82,3.553,-0.01,3.539,-0.01,0.55,0.05,0.8,0.5
0.00283,79.88,3.264,-0.01,3.539,-0.01,0.6,0.05,0.8,0.5
0.00274,79.92,3.017,-0.01,3.539,-0.01,0.65,0.05,0.8,0.5
0.00264,79.97,2.806,-0.01,3.539,-0.01,0.7,0.05,0.8,0.5
0.00256,80.0,2.622,-0.01,3.539,-0.01,0.75,0.05,0.8,0.5
0.00248,80.0,2.461,-0.01,3.539,-0.01,0.8,0.05,0.8,0.5
0.0024,80.0,2.318,-0.01,3.539,-0.01,0.85,0.05,0.8,0.5
0.00233,78.52,2.191,-0.01,3.539,-0.01,0.9,0.05,0.8,0.5
0.00226,78.52,2.077,-0.01,3.539,-0.01,0.95,0.05,0.8,0.5
0.0022,78.51,1.975,-0.01,3.539,-0.01,1.0,0.05,0.8,0.5
0.0092,75.55,4.898,-0.01,1.08,-0.01,0.05,0.1,0.8,0.5
0.00872,75.67,4.998,66.32,1.08,-0.01,0.1,0.1,0.8,0.5
0.00828,79.94,5.0,49.83,1.08,-0.01,0.15,0.1,0.8,0.5
0.00865,79.98,5.0,43.51,1.08,-0.01,0.2,0.1,0.8,0.5
0.00952,79.84,5.0,42.57,1.08,-0.01,0.25,0.1,0.8,0.5
0.00908,79.09,5.0,43.3,1.08,-0.01,0.3,0.1,0.8,0.5
0.00709,79.73,5.0,45.2,1.079,-0.01,0.35,0.1,0.8,0.5
0.00661,79.21,5.0,48.58,1.079,-0.01,0.4,0.1,0.8,0.5
0.00776,79.6,5.0,52.04,1.079,-0.01,0.45,0.1,0.8,0.5
0.00673,79.27,5.0,55.68,1.079,-0.01,0.5,0.1,0.8,0.5
0.00684,79.17,5.0,59.88,1.079,-0.01,0.55,0.1,0.8,0.5
0.00656,79.19,5.0,64.25,1.079,-0.01,0.6,0.1,0.8,0.5
0.00698,79.52,5.0,68.74,1.079,-0.01,0.65,0.1,0.8,0.5
0.00672,79.06,5.0,73.28,1.079,-0.01,0.7,0.1,0.8,0.5
0.00672,78.98,4.998,77.87,1.079,-0.01,0.75,0.1,0.8,0.5
0.00496,79.85,4.921,-0.01,1.079,-0.01,0.8,0.1,0.8,0.5
0.00481,79.82,4.636,-0.01,1.079,-0.01,0.85,0.1,0.8,0.5
0.00466,79.81,4.382,-0.01,1.079,-0.01,0.9,0.1,0.8,0.5
0.00453,79.79,4.155,-0.01,1.079,-0.01,0.95,0.1,0.8,0.5
0.0044,79.78,3.949,-0.01,1.079,-0.01,1.0,0.1,0.8,0.5
0.01381,71.8,4.904,-0.01,1.0,56.41,0.05,0.15,0.8,0.5
0.01512,67.43,4.994,65.01,1.0,56.44,0.1,0.15,0.8,0.5
0.01243,62.48,4.998,46.63,1.0,56.47,0.15,0.15,0.8,0.5
0.01183,64.11,5.0,38.76,1.0,56.43,0.2,0.15,0.8,0.5
0.01561,67.79,5.0,35.18,1.0,56.41,0.25,0.15,0.8,0.5
0.01443,67.77,4.999,34.05,1.0,56.42,0.3,0.15,0.8,0.5
0.0105,67.27,5.0,35.2,1.0,56.42,0.35,0.15,0.8,0.5
0.00992,65.84,5.0,35.98,1.0,56.4,0.4,0.15,0.8,0.5
0.00953,66.79,5.0,37.98,1.0,56.4,0.45,0.15,0.8,0.5
0.00948,68.5,5.0,40.17,1.0,56.44,0.5,0.15,0.8,0.5
0.00978,69.53,5.0,42.2,1.0,56.41,0.55,0.15,0.8,0.5
0.00938,70.72,5.0,44.76,1.0,56.4,0.6,0.15,0.8,0.5
0.00876,71.88,5.0,47.54,1.0,56.44,0.65,0.15,0.8,0.5
0.00936,73.46,5.0,50.42,1.0,56.42,0.7,0.15,0.8,0.5
0.01095,76.11,5.0,53.32,1.0,56.41,0.75,0.15,0.8,0.5
0.00976,77.05,5.0,56.3,1.0,56.41,0.8,0.15,0.8,0.5
0.0102,80.0,5.0,59.35,1.0,56.41,0.85,0.15,0.8,0.5
0.00952,79.84,5.0,62.45,1.0,56.4,0.9,0.15,0.8,0.5
0.00959,79.28,5.0,65.5,1.0,56.39,0.95,0.15,0.8,0.5
0.0094,79.5,5.0,68.6,1.0,56.38,1.0,0.15,0.8,0.5
0.01952,68.2,4.903,-0.01,1.0,43.48,0.05,0.2,0.8,0.5
0.01745,53.52,4.995,63.29,1.0,43.47,0.1,0.2,0.8,0.5
0.02206,60.04,4.998,45.81,1.0,43.49,0.15,0.2,0.8,0.5
0.01579,55.71,4.999,36.65,1.0,43.49,0.2,0.2,0.8,0.5
0.01976,59.34,4.999,32.26,1.0,43.48,0.25,0.2,0.8,0.5
0.0178,59.83,5.0,30.95,1.0,43.48,0.3,0.2,0.8,0.5
0.0138,56.73,5.001,29.77,1.0,43.42,0.35,0.2,0.8,0.5
0.01991,61.26,5.0,29.54,1.0,43.43,0.4,0.2,0.8,0.5
0.01295,59.75,5.0,31.02,1.0,43.47,0.45,0.2,0.8,0.5
0.01223,58.88,5.0,32.35,1.0,43.43,0.5,0.2,0.8,0.5
0.01752,62.48,5.0,34.12,1.0,43.48,0.55,0.2,0.8,0.5
0.0163,63.16,5.0,35.06,1.0,43.41,0.6,0.2,0.8,0.5
0.01254,61.94,5.0,37.05,1.0,43.45,0.65,0.2,0.8,0.5
0.01088,61.69,5.0,39.05,1.0,43.45,0.7,0.2,0.8,0.5
0.01116,63.48,5.0,41.11,1.0,43.44,0.75,0.2,0.8,0.5
0.01203,64.84,5.0,43.25,1.0,43.42,0.8,0.2,0.8,0.5
0.0134,68.28,5.0,45.46,1.0,43.41,0.85,0.2,0.8,0.5
0.01375,70.78,5.0,47.72,1.0,43.41,0.9,0.2,0.8,0.5
0.01298,73.28,5.0,49.99,1.0,43.44,0.95,0.2,0.8,0.5
0.01228,75.81,5.0,52.3,1.0,43.46,1.0,0.2,0.8,0.5
0.02353,66.8,4.907,-0.01,1.0,35.75,0.05,0.25,0.8,0.5
0.02183,55.04,4.993,65.62,1.0,35.77,0.1,0.25,0.8,0.5
0.02181,54.44,4.999,43.66,1.0,35.73,0.15,0.25,0.8,0.5
0.02487,54.9,5.0,35.06,1.0,35.76,0.2,0.25,0.8,0.5
0.01885,52.38,4.999,30.93,1.0,35.79,0.25,0.25,0.8,0.5
0.02681,55.88,5.0,27.7,1.0,35.72,0.3,0.25,0.8,0.5
0.01726,52.24,4.999,26.79,1.0,35.7,0.35,0.25,0.8,0.5
0.02543,56.02,5.0,27.14,1.0,35.7,0.4,0.25,0.8,0.5
0.01591,53.4,5.0,26.78,1.0,35.73,0.45,0.25,0.8,0.5
0.02217,56.19,5.0,27.57,1.0,35.76,0.5,0.25,0.8,0.5
0.01921,56.62,5.0,29.0,1.0,35.74,0.55,0.25,0.8,0.5
0.01437,54.51,5.0,29.97,1.0,35.71,0.6,0.25,0.8,0.5
0.02294,58.14,5.0,30.72,1.0,35.77,0.65,0.25,0.8,0.5
0.01724,57.68,5.0,32.25,1.0,35.76,0.7,0.25,0.8,0.5
0.01284,55.95,5.0,33.87,1.0,35.68,0.75,0.25,0.8,0.5
0.01591,57.74,5.0,35.45,1.0,35.69,0.8,0.25,0.8,0.5
0.01693,60.66,5.0,37.12,1.0,35.76,0.85,0.25,0.8,0.5
0.01691,62.75,5.0,38.88,1.0,35.73,0.9,0.25,0.8,0.5
0.01668,64.81,5.0,40.73,1.0,35.71,0.95,0.25,0.8,0.5
0.01635,67.78,5.0,42.54,1.0,35.7,1.0,0.25,0.8,0.5
0.02602,66.47,4.907,-0.01,1.0,30.59,0.05,0.3,0.8,0.5
0.02648,54.69,4.994,64.5,1.0,30.7,0.1,0.3,0.8,0.5
0.0249,45.97,4.995,43.94,1.0,30.61,0.15,0.3,0.8,0.5
0.03375,52.45,4.998,35.4,1.0,30.68,0.2,0.3,0.8,0.5
0.02499,50.81,5.001,28.91,1.0,30.64,0.25,0.3,0.8,0.5
0.02202,51.06,5.001,27.18,1.0,30.6,0.3,0.3,0.8,0.5
0.03312,53.6,5.0,25.71,1.0,30.68,0.35,0.3,0.8,0.5
0.01989,44.66,4.999,24.59,1.0,30.61,0.4,0.3,0.8,0.5
0.0315,53.63,5.0,25.26,1.0,30.66,0.45,0.3,0.8,0.5
0.01839,49.16,5.001,24.42,1.0,30.64,0.5,0.3,0.8,0.5
0.02857,54.51,5.0,25.46,1.0,30.58,0.55,0.3,0.8,0.5
0.01709,50.27,5.0,26.2,1.0,30.62,0.6,0.3,0.8,0.5
0.02866,54.76,5.0,27.5,1.0,30.62,0.65,0.3,0.8,0.5
0.01595,48.81,5.0,28.04,1.0,30.57,0.7,0.3,0.8,0.5
0.02715,55.11,5.0,29.27,1.0,30.64,0.75,0.3,0.8,0.5
0.02453,55.72,5.0,30.28,1.0,30.61,0.8,0.3,0.8,0.5
0.01537,54.24,5.0,31.71,1.0,30.59,0.85,0.3,0.8,0.5
0.01709,55.76,5.0,33.08,1.0,30.62,0.9,0.3,0.8,0.5
0.02082,59.5,5.0,34.48,1.0,30.61,0.95,0.3,0.8,0.5
0.02098,62.23,5.0,36.01,1.0,30.62,1.0,0.3,0.8,0.5
0.0277,66.38,4.907,-0.01,1.0,27.03,0.05,0.35,0.8,0.5
0.03523,53.1,4.995,60.19,1.0,27.05,0.1,0.35,0.8,0.5
0.02907,45.45,4.995,43.98,1.0,27.06,0.15,0.35,0.8,0.5
0.0281,48.65,4.999,34.38,1.0,26.98,0.2,0.35,0.8,0.5
0.0411,51.02,5.001,28.49,1.0,27.1,0.25,0.35,0.8,0.5
0.02527,46.42,5.001,25.23,1.0,27.0,0.3,0.35,0.8,0.5
0.02788,48.74,5.0,24.04,1.0,26.96,0.35,0.35,0.8,0.5
0.03911,51.18,5.001,23.96,1.0,26.98,0.4,0.35,0.8,0.5
0.02232,43.65,5.0,22.69,1.0,26.96,0.45,0.35,0.8,0.5
0.03359,50.98,5.001,22.15,1.0,26.96,0.5,0.35,0.8,0.5
0.03016,50.45,4.999,22.66,1.0,27.07,0.55,0.35,0.8,0.5
0.02238,49.76,5.0,23.73,1.0,27.03,0.6,0.35,0.8,0.5
0.03426,51.45,5.0,24.41,1.0,27.03,0.65,0.35,0.8,0.5
0.01863,48.73,5.0,25.11,1.0,26.95,0.7,0.35,0.8,0.5
0.03272,52.52,5.0,26.21,1.0,27.03,0.75,0.35,0.8,0.5
0.02652,52.05,5.0,26.57,1.0,27.02,0.8,0.35,0.8,0.5
0.01868,49.95,5.0,27.8,1.0,27.0,0.85,0.35,0.8,0.5
0.02926,54.63,5.0,28.82,1.0,26.98,0.9,0.35,0.8,0.5
0.02283,55.2,5.0,30.14,1.0,26.99,0.95,0.35,0.8,0.5
0.01841,55.45,5.0,31.32,1.0,26.99,1.0,0.35,0.8,0.5
0.02892,65.84,4.905,-0.01,1.0,24.35,0.05,0.4,0.8,0.5
0.04186,51.88,4.993,65.56,1.0,24.32,0.1,0.4,0.8,0.5
0.03324,48.04,4.995,43.89,0.999,24.33,0.15,0.4,0.8,0.5
0.03166,42.19,5.0,32.7,1.0,24.3,0.2,0.4,0.8,0.5
0.04281,48.67,4.998,29.02,1.0,24.39,0.25,0.4,0.8,0.5
0.04455,49.01,4.999,25.44,1.0,24.42,0.3,0.4,0.8,0.5
0.02769,41.38,4.999,23.29,0.999,24.28,0.35,0.4,0.8,0.5
0.03473,47.66,5.001,22.48,1.0,24.32,0.4,0.4,0.8,0.5
0.04501,49.09,5.001,21.25,1.001,24.41,0.45,0.4,0.8,0.5
0.02457,43.43,5.0,21.35,1.0,24.28,0.5,0.4,0.8,0.5
0.03454,48.76,5.0,20.96,1.0,24.28,0.55,0.4,0.8,0.5
0.04089,49.25,4.999,21.4,1.0,24.39,0.6,0.4,0.8,0.5
0.02205,43.3,4.999,22.23,1.0,24.38,0.65,0.4,0.8,0.5
0.04308,50.13,5.0,23.02,1.0,24.32,0.7,0.4,0.8,0.5
0.02062,43.65,5.0,23.43,1.001,24.39,0.75,0.4,0.8,0.5
0.04109,51.16,5.001,23.75,1.0,24.31,0.8,0.4,0.8,0.5
0.01936,44.18,5.0,24.98,1.001,24.38,0.85,0.4,0.8,0.5
0.03528,52.44,5.0,25.71,1.0,24.32,0.9,0.4,0.8,0.5
0.0234,51.87,5.0,26.85,1.0,24.29,0.95,0.4,0.8,0.5
0.0255,52.9,5.0,27.82,1.001,24.3,1.0,0.4,0.8,0.5
0.02986,65.55,4.897,-0.01,0.999,22.15,0.05,0.45,0.8,0.5
0.04697,52.73,4.992,68.2,0.999,22.32,0.1,0.45,0.8,0.5
0.04127,47.13,4.996,42.16,1.0,22.28,0.15,0.45,0.8,0.5
0.03564,39.4,4.995,34.53,1.0,22.25,0.2,0.45,0.8,0.5
0.03482,45.58,4.999,28.18,0.999,22.2,0.25,0.45,0.8,0.5
0.05351,47.93,5.001,24.25,1.0,22.23,0.3,0.45,0.8,0.5
0.04474,46.26,5.001,22.43,0.999,22.33,0.35,0.45,0.8,0.5
0.02992,34.95,4.999,21.21,1.0,22.28,0.4,0.45,0.8,0.5
0.04247,46.86,4.999,20.16,1.001,22.34,0.45,0.45,0.8,0.5
0.05092,48.22,5.0,20.27,1.0,22.33,0.5,0.45,0.8,0.5
0.02665,42.52,5.0,20.08,1.001,22.34,0.55,0.45,0.8,0.5
0.03624,46.85,5.001,19.97,1.0,22.25,0.6,0.45,0.8,0.5
0.04974,48.31,5.0,20.36,1.0,22.24,0.65,0.45,0.8,0.5
0.024,38.7,5.0,20.84,1.0,22.21,0.7,0.45,0.8,0.5
0.04735,49.12,4.999,21.91,1.0,22.2,0.75,0.45,0.8,0.5
0.0332,46.58,5.0,22.25,1.0,22.26,0.8,0.45,0.8,0.5
0.0388,49.12,5.0,22.46,1.0,22.2,0.85,0.45,0.8,0.5
0.02945,47.74,5.0,23.35,1.0,22.28,0.9,0.45,0.8,0.5
0.03604,51.27,5.0,24.25,1.0,22.21,0.95,0.45,0.8,0.5
0.02367,49.08,5.0,25.13,1.0,22.23,1.0,0.45,0.8,0.5
0.031,65.92,4.904,-0.01,1.0,20.53,0.05,0.5,0.8,0.5
0.05101,51.98,4.995,60.22,1.0,20.61,0.1,0.5,0.8,0.5
0.05106,46.38,4.997,41.22,1.001,20.71,0.15,0.5,0.8,0.5
0.03963,42.59,4.996,34.4,1.001,20.75,0.2,0.5,0.8,0.5
0.03783,40.69,5.001,26.91,0.999,20.55,0.25,0.5,0.8,0.5
0.05153,46.04,5.001,23.53,0.999,20.55,0.3,0.5,0.8,0.5
0.06015,46.38,4.999,21.82,1.0,20.62,0.35,0.5,0.8,0.5
0.04215,44.61,5.0,20.04,0.999,20.57,0.4,0.5,0.8,0.5
0.03197,39.73,4.999,19.4,1.001,20.68,0.45,0.5,0.8,0.5
0.05123,46.21,5.001,19.25,1.0,20.61,0.5,0.5,0.8,0.5
0.05657,47.53,4.999,19.5,1.0,20.66,0.55,0.5,0.8,0.5
0.0286,41.77,4.999,19.03,1.0,20.6,0.6,0.5,0.8,0.5
0.03964,45.17,4.999,19.23,1.001,20.66,0.65,0.5,0.8,0.5
0.05811,47.59,5.0,19.54,1.001,20.68,0.7,0.5,0.8,0.5
0.02583,40.84,5.0,19.89,1.0,20.57,0.75,0.5,0.8,0.5
0.04909,47.38,5.001,20.8,1.0,20.55,0.8,0.5,0.8,0.5
0.04369,46.86,5.0,21.37,1.0,20.65,0.85,0.5,0.8,0.5
0.03323,47.29,5.0,21.47,1.0,20.59,0.9,0.5,0.8,0.5
0.04257,48.95,5.0,22.09,1.0,20.63,0.95,0.5,0.8,0.5
0.02653,48.23,4.999,23.12,1.0,20.59,1.0,0.5,0.8,0.5
0.03442,65.79,4.907,-0.01,0.999,19.17,0.05,0.55,0.8,0.5
0.05819,51.38,4.995,60.38,1.0,19.3,0.1,0.55,0.8,0.5
0.0607,47.63,4.994,44.4,1.0,19.32,0.15,0.55,0.8,0.5
0.04438,43.92,4.998,33.34,1.0,19.36,0.2,0.55,0.8,0.5
0.04165,31.61,4.998,26.71,1.0,19.32,0.25,0.55,0.8,0.5
0.04234,43.33,5.0,23.18,0.999,19.21,0.3,0.55,0.8,0.5
0.06478,45.63,5.001,21.0,1.0,19.33,0.35,0.55,0.8,0.5
0.06288,45.88,5.0,19.3,1.0,19.34,0.4,0.55,0.8,0.5
0.03721,42.09,4.999,19.21,0.999,19.23,0.45,0.55,0.8,0.5
0.03388,41.33,5.0,18.45,1.001,19.36,0.5,0.55,0.8,0.5
0.06081,45.72,5.0,18.65,1.001,19.34,0.55,0.55,0.8,0.5
0.06172,46.0,5.0,18.8,0.999,19.22,0.6,0.55,0.8,0.5
0.03041,40.17,4.999,17.98,1.0,19.23,0.65,0.55,0.8,0.5
0.04598,44.62,4.999,18.57,1.001,19.32,0.7,0.55,0.8,0.5
0.06677,47.0,5.0,18.88,0.999,19.18,0.75,0.55,0.8,0.5
0.03105,40.23,5.0,19.16,1.0,19.29,0.8,0.55,0.8,0.5
0.05062,79.49,5.0,19.21,0.999,19.2,0.85,0.55,0.8,0.5
0.0498,46.28,5.0,19.85,0.999,19.18,0.9,0.55,0.8,0.5
0.02816,45.6,5.001,20.61,1.0,19.3,0.95,0.55,0.8,0.5
0.04984,49.27,5.0,21.21,1.0,19.28,1.0,0.55,0.8,0.5
0.03738,66.17,4.921,-0.01,1.0,18.15,0.05,0.6,0.8,0.5
0.0643,50.88,4.993,66.7,1.0,18.16,0.1,0.6,0.8,0.5
0.07018,45.2,4.998,40.03,1.0,18.18,0.15,0.6,0.8,0.5
0.0563,44.31,4.998,32.92,0.999,18.16,0.2,0.6,0.8,0.5
0.04547,39.55,4.999,27.12,1.0,18.24,0.25,0.6,0.8,0.5
0.0435,39.7,4.999,23.91,0.999,18.11,0.3,0.6,0.8,0.5
0.0608,44.02,4.999,21.86,1.001,18.28,0.35,0.6,0.8,0.5
0.07408,45.26,5.001,20.05,0.999,18.12,0.4,0.6,0.8,0.5
0.06206,44.49,5.0,18.63,1.0,18.21,0.45,0.6,0.8,0.5
0.037,37.63,4.999,17.66,1.0,18.13,0.5,0.6,0.8,0.5
0.04098,42.95,4.999,17.93,1.0,18.2,0.55,0.6,0.8,0.5
0.07099,45.29,5.001,18.04,0.999,18.11,0.6,0.6,0.8,0.5
0.06589,44.57,4.999,18.29,0.999,18.08,0.65,0.6,0.8,0.5
0.03211,36.66,5.0,17.21,1.0,18.14,0.7,0.6,0.8,0.5
0.05531,44.19,5.0,17.97,0.999,18.09,0.75,0.6,0.8,0.5
0.07265,46.55,5.001,18.29,0.999,18.11,0.8,0.6,0.8,0.5
0.03236,37.73,5.0,18.46,1.001,18.28,0.85,0.6,0.8,0.5
0.05362,46.37,5.0,18.55,1.0,18.2,0.9,0.6,0.8,0.5
0.05476,46.81,5.001,19.02,1.001,18.22,0.95,0.6,0.8,0.5
0.03171,42.98,5.0,19.93,1.0,18.16,1.0,0.6,0.8,0.5
0.03896,66.22,4.917,-0.01,1.0,17.16,0.05,0.65,0.8,0.5
0.06917,50.47,4.995,61.2,1.0,17.29,0.1,0.65,0.8,0.5
0.08095,46.65,4.993,46.57,1.0,17.24,0.15,0.65,0.8,0.5
0.07092,43.88,5.001,31.85,1.0,17.28,0.2,0.65,0.8,0.5
0.0493,41.09,4.997,28.14,1.0,17.32,0.25,0.65,0.8,0.5
0.04716,31.02,4.998,23.43,0.999,17.21,0.3,0.65,0.8,0.5
0.05089,42.47,4.998,21.64,1.0,17.31,0.35,0.65,0.8,0.5
0.07616,44.71,5.001,19.68,0.999,17.23,0.4,0.65,0.8,0.5
0.07925,44.96,4.999,18.16,1.0,17.3,0.45,0.65,0.8,0.5
0.05795,43.16,5.001,17.82,1.001,17.37,0.5,0.65,0.8,0.5
0.03866,24.33,5.0,16.75,1.0,17.23,0.55,0.65,0.8,0.5
0.05554,42.65,5.0,17.32,0.999,17.12,0.6,0.65,0.8,0.5
0.08143,44.99,5.001,17.55,1.001,17.38,0.65,0.65,0.8,0.5
0.0684,44.2,5.0,16.3,0.999,17.14,0.7,0.65,0.8,0.5
0.03487,30.81,4.999,16.85,1.0,17.22,0.75,0.65,0.8,0.5
0.06456,44.85,5.0,17.5,0.999,17.16,0.8,0.65,0.8,0.5
0.07682,45.23,4.999,17.89,1.0,17.23,0.85,0.65,0.8,0.5
0.03699,36.29,5.0,17.82,0.999,17.12,0.9,0.65,0.8,0.5
0.05549,45.98,4.999,18.01,1.0,17.27,0.95,0.65,0.8,0.5
0.06091,46.41,5.0,18.43,0.999,17.24,1.0,0.65,0.8,0.5
0.04138,65.94,4.901,-0.01,1.0,16.39,0.05,0.7,0.8,0.5
0.07506,50.09,4.997,57.48,1.0,16.39,0.1,0.7,0.8,0.5
0.09261,46.27,4.995,42.6,1.0,16.53,0.15,0.7,0.8,0.5
0.08761,43.5,4.995,34.49,1.0,16.52,0.2,0.7,0.8,0.5
0.06085,42.48,5.001,25.7,1.0,16.49,0.25,0.7,0.8,0.5
0.05083,35.82,5.002,22.16,1.001,16.61,0.3,0.7,0.8,0.5
0.04871,39.01,5.002,19.66,0.999,16.39,0.35,0.7,0.8,0.5
0.0712,43.27,5.0,19.34,1.001,16.59,0.4,0.7,0.8,0.5
0.08926,44.48,4.999,17.72,0.999,16.38,0.45,0.7,0.8,0.5
0.08028,43.72,5.001,17.57,1.0,16.5,0.5,0.7,0.8,0.5
0.05094,40.88,5.0,16.16,1.0,16.54,0.55,0.7,0.8,0.5
0.04021,37.08,4.999,15.89,1.001,16.57,0.6,0.7,0.8,0.5
0.07197,43.4,4.999,17.09,0.999,16.39,0.65,0.7,0.8,0.5
0.09132,44.69,5.001,15.69,0.999,16.39,0.7,0.7,0.8,0.5
0.06815,42.93,5.0,15.94,1.001,16.59,0.75,0.7,0.8,0.5
0.03973,36.2,4.999,16.39,1.0,16.46,0.8,0.7,0.8,0.5
0.07424,44.6,5.001,17.12,1.001,16.53,0.85,0.7,0.8,0.5
0.07703,44.91,5.0,17.48,0.999,16.37,0.9,0.7,0.8,0.5
0.04026,29.85,5.0,17.23,1.0,16.49,0.95,0.7,0.8,0.5
0.05886,45.66,4.999,17.56,1.001,16.54,1.0,0.7,0.8,0.5
0.04419,66.0,4.895,-0.01,1.001,15.88,0.05,0.75,0.8,0.5
0.0824,49.77,4.992,67.63,1.0,15.74,0.1,0.75,0.8,0.5
0.10443,47.71,4.992,47.75,1.0,15.78,0.15,0.75,0.8,0.5
0.10423,43.17,5.003,30.36,1.001,15.89,0.2,0.75,0.8,0.5
0.07993,42.33,5.003,25.58,0.999,15.72,0.25,0.75,0.8,0.5
0.0545,39.48,5.001,22.27,1.001,15.95,0.3,0.75,0.8,0.5
0.05223,34.58,4.998,20.75,1.001,15.91,0.35,0.75,0.8,0.5
0.06157,40.87,4.999,19.03,1.0,15.79,0.4,0.75,0.8,0.5
0.09377,43.12,5.0,17.29,1.001,15.87,0.45,0.75,0.8,0.5
0.10004,44.31,5.0,17.29,1.0,15.81,0.5,0.75,0.8,0.5
0.07727,42.48,5.001,15.62,0.999,15.71,0.55,0.75,0.8,0.5
0.04313,37.55,4.999,15.7,1.0,15.77,0.6,0.75,0.8,0.5
